Search_ID,File_Name,Segment_Index,Case_Name_Hint,Citation_Hint,Year_Hint,Char_Count
westlaw_100_full_text_items_for_appendectomy7_0006,Westlaw - 100 full text items for appendectomy7.rtf,6,"Ofelia ALVARADO, Plaintiff,
v.
CONMED CORP., John Doe Designers, Manufacturers and Marketers of the Surgical Instrument 1-9, Defendants.",2008 WL 2783510,2026,38661
westlaw_100_full_text_items_for_appendectomy7_0007,Westlaw - 100 full text items for appendectomy7.rtf,7,"Declined to Follow by Bocook v. Ashland Oil, Inc., S.D.W.Va., January 11, 1993",785 F.2d 79,2026,46324
westlaw_100_full_text_items_for_appendectomy7_0008,Westlaw - 100 full text items for appendectomy7.rtf,8,"Distinguished by Jerolmon v. Astrue, D.Conn., June 18, 2012",55 Fed.Appx. 279,2026,27359
westlaw_100_full_text_items_for_appendectomy7_0009,Westlaw - 100 full text items for appendectomy7.rtf,9,"Yesenia Garcia PAYERAS, Petitioner
v.
Jefferson B. SESSIONS, III, Attorney General of the United States, Respondent",899 F.3d 593,2026,16973
westlaw_100_full_text_items_for_appendectomy7_0010,Westlaw - 100 full text items for appendectomy7.rtf,10,"James FLORES, Petitioner,
v.
Raul LOPEZ, Respondent.",2011 WL 2552476,2026,28805
westlaw_100_full_text_items_for_appendectomy7_0011,Westlaw - 100 full text items for appendectomy7.rtf,11,"Leroy G. MESHEL, et al.
v.
NUTRI/SYSTEM, INC., et al.",102 F.R.D. 135,2026,33989
westlaw_100_full_text_items_for_appendectomy7_0012,Westlaw - 100 full text items for appendectomy7.rtf,12,"JOSEPH L. P.1, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2021 WL 9649818,2026,25089
westlaw_100_full_text_items_for_appendectomy7_0013,Westlaw - 100 full text items for appendectomy7.rtf,13,"James MULLIN, et al., Plaintiffs,
v.
ROLLING HILLS HOSPITAL, Defendant.",2017 WL 6523482,2026,31894
westlaw_100_full_text_items_for_appendectomy7_0014,Westlaw - 100 full text items for appendectomy7.rtf,14,"Marie MAHOTIERE, Plaintiff,
v.
Carolyn W.COLVIN Acting Commissioner of Social Security, Defendant.",2015 WL 4042107,2026,27005
westlaw_100_full_text_items_for_appendectomy7_0015,Westlaw - 100 full text items for appendectomy7.rtf,15,"Aurora O’NEAL as Administratrix of Estate of Tyrone O’Neal, deceased, Plaintiff-Appellant,
v.
Brinton ESTY, Detective Edward Morgan, Robert Garbus and Sergeant Leslie Williams, Defendants-Appellees.",637 F.2d 846,2026,30979
westlaw_100_full_text_items_for_appendectomy7_0016,Westlaw - 100 full text items for appendectomy7.rtf,16,"Declined to Follow by Estate of C.A. v. Grier, S.D.Tex., October 15, 2010",65 F.Supp.2d 1308,2026,25524
westlaw_100_full_text_items_for_appendectomy7_0017,Westlaw - 100 full text items for appendectomy7.rtf,17,"Claude Anthony RICHARDS, Plaintiff,
v.
AMERISURE INSURANCE COMPANY and White Rose, Inc., d/b/a White Rose Rental Laundry, Defendants.",935 F.Supp. 863,2026,33337
westlaw_100_full_text_items_for_appendectomy7_0018,Westlaw - 100 full text items for appendectomy7.rtf,18,"Michael A. LOGAN
v.
Sheriff Pat BURNETT, et al.",2009 WL 399208,2026,24211
westlaw_100_full_text_items_for_appendectomy7_0019,Westlaw - 100 full text items for appendectomy7.rtf,19,"Edith Carolyn ESTEP, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2012 WL 3776485,2026,26325
westlaw_100_full_text_items_for_appendectomy7_0020,Westlaw - 100 full text items for appendectomy7.rtf,20,"Mrs. Lois M. BOWMAN
v.
Joseph CALIFANO, Secretary of Health, Education and Welfare.",482 F.Supp. 288,2026,29216
westlaw_100_full_text_items_for_appendectomy7_0021,Westlaw - 100 full text items for appendectomy7.rtf,21,"UNITED STATES of America
v.
Jesus Arcadio Ceron MUNOZ",2020 WL 5775020,2026,28030
westlaw_100_full_text_items_for_appendectomy7_0022,Westlaw - 100 full text items for appendectomy7.rtf,22,"Claude C. KELLEY, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2012 WL 3538477,2026,24310
westlaw_100_full_text_items_for_appendectomy7_0023,Westlaw - 100 full text items for appendectomy7.rtf,23,"WALTER G.
v.
Kilolo KIJAKAZI, Acting Commissioner, Social Security Administration",2022 WL 12036530,2026,23567
westlaw_100_full_text_items_for_appendectomy7_0024,Westlaw - 100 full text items for appendectomy7.rtf,24,"Alisant SCOTT, Plaintiff,
v.
TERI MASSEY, N.P., in Her Individual Capacity, and Correct Care Solutions, Defendants.",2019 WL 6877886,2026,21810
westlaw_100_full_text_items_for_appendectomy7_0025,Westlaw - 100 full text items for appendectomy7.rtf,25,"LATOYA B.
v.
Andrew M. SAUL, Commissioner of Social Security",2019 WL 3432432,2026,20298
westlaw_100_full_text_items_for_appendectomy7_0026,Westlaw - 100 full text items for appendectomy7.rtf,26,,500 F.Supp. 956,2026,48474
westlaw_100_full_text_items_for_appendectomy7_0027,Westlaw - 100 full text items for appendectomy7.rtf,27,"Lorraine BLOW, individually and on behalf of her infant child, Christopher Seymour, Plaintiff,
v.
John L. LASCARIS, in his capacity as Commissioner of the Onondaga Department of Social Services, Defendant.",523 F.Supp. 913,2026,19130
westlaw_100_full_text_items_for_appendectomy7_0028,Westlaw - 100 full text items for appendectomy7.rtf,28,"UNITED STATES of America, Plaintiff,
v.
Alexis V.M. CARTER, Defendant.",2025 WL 1135431,2026,19804
westlaw_100_full_text_items_for_appendectomy7_0029,Westlaw - 100 full text items for appendectomy7.rtf,29,"Distinguished by Lartigue v. Northside Independent School District, 5th Cir.(Tex.), March 26, 2024",99 F.3d 678,2026,23688
westlaw_100_full_text_items_for_appendectomy7_0030,Westlaw - 100 full text items for appendectomy7.rtf,30,"Dale A. HUPP, and Carolyn Hupp, Plaintiffs,
v.
UNITED STATES of America, Defendant.",563 F.Supp. 25,2026,22381
westlaw_100_full_text_items_for_appendectomy7_0031,Westlaw - 100 full text items for appendectomy7.rtf,31,"Irving Seth LEVINE and Grace F. Levine, Petitioner-Appellants,
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent-Appellee.",695 F.2d 57,2026,22452
westlaw_100_full_text_items_for_appendectomy7_0032,Westlaw - 100 full text items for appendectomy7.rtf,32,"Barbara BROWN, Plaintiff,
v.
Patricia Roberts HARRIS, Secretary of the Department of Health and Human Services, Defendant.",548 F.Supp. 399,2026,25688
westlaw_100_full_text_items_for_appendectomy7_0033,Westlaw - 100 full text items for appendectomy7.rtf,33,"Anthony J. CELEBREZZE, Secretary of Health, Education and Welfare, Appellant,
v.
Herbert E. BOLAS, Appellee.",316 F.2d 498,2026,37496
westlaw_100_full_text_items_for_appendectomy7_0034,Westlaw - 100 full text items for appendectomy7.rtf,34,"UNITED STATES of America,
v.
Alberto RAPOSO, Defendant.",2023 WL 142786,2026,32321
westlaw_100_full_text_items_for_appendectomy7_0035,Westlaw - 100 full text items for appendectomy7.rtf,35,,2022 WL 2915552,2026,16950
westlaw_100_full_text_items_for_appendectomy7_0036,Westlaw - 100 full text items for appendectomy7.rtf,36,,2021 WL 11486239,2026,30284
westlaw_100_full_text_items_for_appendectomy7_0037,Westlaw - 100 full text items for appendectomy7.rtf,37,"Wanda WILLIAMS, Plaintiff,
v.
MAST BIOSURGERY USA, INC., Defendant.",2010 WL 11515516,2026,21382
westlaw_100_full_text_items_for_appendectomy7_0038,Westlaw - 100 full text items for appendectomy7.rtf,38,"CHRISTOPHER R.,1 Plaintiff,
v.
Frank BISIGNANO, Commissioner of Social Security,2 Defendant.",2025 WL 2256910,2026,27730
westlaw_100_full_text_items_for_appendectomy7_0039,Westlaw - 100 full text items for appendectomy7.rtf,39,"JUAN HERNÁNDEZ-SÁNCHEZ, et al., Plaintiffs,
v.
HOSPITAL SAN CRISTOBAL, et al., Defendants.",2026 WL 765523,2026,24785
westlaw_100_full_text_items_for_appendectomy7_0040,Westlaw - 100 full text items for appendectomy7.rtf,40,"Corey Wayne STONE, Plaintiff,
v.
Eric D. WILSON, Warden, FMC-Fort Worth, et al., Defendants.",2021 WL 2936055,2026,37600
westlaw_100_full_text_items_for_appendectomy7_0041,Westlaw - 100 full text items for appendectomy7.rtf,41,"DENNY
v.
MONTOUR R. CO.",101 F.Supp. 735,2026,36891
westlaw_100_full_text_items_for_appendectomy7_0042,Westlaw - 100 full text items for appendectomy7.rtf,42,"SANDRA C.,1 Plaintiff,
v.
COMMISSIONER OF the SOCIAL SECURITY ADMINISTRATION, Defendant.",2024 WL 3564847,2026,23880
westlaw_100_full_text_items_for_appendectomy7_0043,Westlaw - 100 full text items for appendectomy7.rtf,43,"Distinguished by U.S. v. Gladding, E.D.Cal., August 5, 2010",255 F.3d 1163,2026,20407
westlaw_100_full_text_items_for_appendectomy7_0044,Westlaw - 100 full text items for appendectomy7.rtf,44,"Tabitha M. MASK, Plaintiff
v.
Michael J. ASTRUE, Commissioner Social Security Administration, Defendant.",2010 WL 58283,2026,24925
westlaw_100_full_text_items_for_appendectomy7_0045,Westlaw - 100 full text items for appendectomy7.rtf,45,"Jenn R. BENITEZ, Plaintiff
v.
Andrew SAUL, Commissioner of Social Security, Defendant",2020 WL 4820717,2026,24685
westlaw_100_full_text_items_for_appendectomy7_0046,Westlaw - 100 full text items for appendectomy7.rtf,46,"Qaid Alhalmi, et al., Plaintiff-Intervenors,
v.
Rebecca ADDUCCI, et al., Respondent-Defendants.",2020 WL 2616242,2026,33220
westlaw_100_full_text_items_for_appendectomy7_0047,Westlaw - 100 full text items for appendectomy7.rtf,47,"Distinguished by Reeves v. Commissioner of Social Security, W.D.N.Y., August 13, 2020",2016 WL 6246436,2026,32761
westlaw_100_full_text_items_for_appendectomy7_0048,Westlaw - 100 full text items for appendectomy7.rtf,48,"Distinguished by Gutierrez v. Peters, 7th Cir.(Ill.), April 23, 1997",715 F.2d 269,2026,32752
westlaw_100_full_text_items_for_appendectomy7_0049,Westlaw - 100 full text items for appendectomy7.rtf,49,"Robert W. DAWKINS, Appellant,
v.
David J. SHULKIN, M.D., Secretary of Veterans Affairs, Appellee.",2017 WL 1370068,2026,21531
westlaw_100_full_text_items_for_appendectomy7_0050,Westlaw - 100 full text items for appendectomy7.rtf,50,"Distinguished by Priest v. U.S., M.D.Tenn., October 20, 2011",785 F.Supp.2d 692,2026,21937
westlaw_100_full_text_items_for_appendectomy7_0051,Westlaw - 100 full text items for appendectomy7.rtf,51,"William H. NEVINS, Sr., Appellant,
v.
Hershel W. GOBER, Acting Secretary of Veterans Affairs, Appellee.",17 Vet.App. 396,2026,18452
westlaw_100_full_text_items_for_appendectomy7_0052,Westlaw - 100 full text items for appendectomy7.rtf,52,"Modified on Denial of Rehearing by Jatoi v. Hurst-Euless-Bedford Hosp. Authority, 5th Cir.(Tex.), June 18, 1987",807 F.2d 1214,2026,31255
westlaw_100_full_text_items_for_appendectomy7_0053,Westlaw - 100 full text items for appendectomy7.rtf,53,"Chasidy PLUNKARD, Plaintiff,
v.
D.O. Charles H. MARKS and Wellspan OB/GYN, Defendants.",2021 WL 8013872,2026,33266
westlaw_100_full_text_items_for_appendectomy7_0054,Westlaw - 100 full text items for appendectomy7.rtf,54,,2020 WL 248963,2026,21150
westlaw_100_full_text_items_for_appendectomy7_0055,Westlaw - 100 full text items for appendectomy7.rtf,55,"Andrew Robert BRAND, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 3622420,2026,23096
westlaw_100_full_text_items_for_appendectomy7_0056,Westlaw - 100 full text items for appendectomy7.rtf,56,"Jane POE et al., Plaintiffs,
v.
Frank D. MENGHINI, Wyandotte County Attorney, and all others similarly situated, Defendants.",339 F.Supp. 986,2026,42349
westlaw_100_full_text_items_for_appendectomy7_0057,Westlaw - 100 full text items for appendectomy7.rtf,57,"John W. NECESSARY, Plaintiff,
v.
Otis R. BOWEN, Secretary of Health and Human Services, Defendant.",671 F.Supp. 1086,2026,25912
westlaw_100_full_text_items_for_appendectomy7_0058,Westlaw - 100 full text items for appendectomy7.rtf,58,"Distinguished by James S. v. Kijakazi, W.D.N.Y., August 22, 2025",529 F.Supp.3d 64,2026,31456
westlaw_100_full_text_items_for_appendectomy7_0059,Westlaw - 100 full text items for appendectomy7.rtf,59,"Edna K. (Moore) ELLIS
v.
Robert H. FINCH, as Secretary of Health, Education and Welfare.",333 F.Supp. 146,2026,44782
westlaw_100_full_text_items_for_appendectomy7_0060,Westlaw - 100 full text items for appendectomy7.rtf,60,"Lawrence GOODMAN III, Plaintiff,
v.
H&M TRUCKING, INC. and Arch Insurance Company, Defendants.",2025 WL 4056848,2026,29894
westlaw_100_full_text_items_for_appendectomy7_0061,Westlaw - 100 full text items for appendectomy7.rtf,61,"Vicki H. TRAYLOR, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2010 WL 255967,2026,28674
westlaw_100_full_text_items_for_appendectomy7_0062,Westlaw - 100 full text items for appendectomy7.rtf,62,"John YOON, Teresa Yoon and Joseph Yoon, Plaintiffs,
v.
INVESTORS LIFE INSURANCE COMPANY OF NORTH AMERICA, Defendant.",1990 WL 16478,2026,30982
westlaw_100_full_text_items_for_appendectomy7_0063,Westlaw - 100 full text items for appendectomy7.rtf,63,"Branko LATINOVICH and Marjorie Latinovich, Plaintiffs,
v.
UNITED STATES of America, Defendant.",537 F.Supp. 671,2026,24928
westlaw_100_full_text_items_for_appendectomy7_0064,Westlaw - 100 full text items for appendectomy7.rtf,64,"Robert P. MOLTHOP, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2014 WL 1400730,2026,23411
westlaw_100_full_text_items_for_appendectomy7_0065,Westlaw - 100 full text items for appendectomy7.rtf,65,"Declined to Follow by Perket v. Secretary of Health and Human Services, 6th Cir.(Mich.), June 8, 1990",898 F.2d 1267,2026,24262
westlaw_100_full_text_items_for_appendectomy7_0066,Westlaw - 100 full text items for appendectomy7.rtf,66,"Distinguished by Cruz-Ridolfi v. Commissioner of Social Security, N.D.Ohio, February 12, 2018",660 Fed.Appx. 449,2026,34013
westlaw_100_full_text_items_for_appendectomy7_0067,Westlaw - 100 full text items for appendectomy7.rtf,67,"Distinguished by Jozefick v. Shalala, M.D.Pa., April 20, 1994",651 F.2d 408,2026,24178
westlaw_100_full_text_items_for_appendectomy7_0068,Westlaw - 100 full text items for appendectomy7.rtf,68,"Declined to Follow by Judge v. Landscape Forms, Inc., W.D.Mich., March 6, 2014",2014 WL 518086,2026,25011
westlaw_100_full_text_items_for_appendectomy7_0069,Westlaw - 100 full text items for appendectomy7.rtf,69,,2012 WL 4040344,2026,42921
westlaw_100_full_text_items_for_appendectomy7_0070,Westlaw - 100 full text items for appendectomy7.rtf,70,"Ralph J. WOOD, Appellant,
v.
Robert A. McDONALD, Secretary of Veterans Affairs, Appellee.",2016 WL 1658298,2026,32393
westlaw_100_full_text_items_for_appendectomy7_0071,Westlaw - 100 full text items for appendectomy7.rtf,71,"Affirmed in Part, Vacated in Part, Remanded by Zamora v. Arizona Board of Regents, 9th Cir.(Ariz.), March 13, 2026",2023 WL 4421574,2026,25816
westlaw_100_full_text_items_for_appendectomy7_0072,Westlaw - 100 full text items for appendectomy7.rtf,72,"Report and Recommendation Adopted in Part, Rejected in Part by Latham v. Brett/Robinson Gulf Corporation, S.D.Ala., April 30, 2025",2025 WL 1250025,2026,51588
westlaw_100_full_text_items_for_appendectomy7_0073,Westlaw - 100 full text items for appendectomy7.rtf,73,"Grace GREENLEE, Plaintiff,
v.
Otis E. BOWEN, M.D., Secretary of Health and Human Services, Defendant.",1989 WL 197428,2026,20536
westlaw_100_full_text_items_for_appendectomy7_0074,Westlaw - 100 full text items for appendectomy7.rtf,74,"Distinguished by Parnes v. Orange County School Board, M.D.Fla., September 24, 2024",2013 WL 1080552,2026,53253
westlaw_100_full_text_items_for_appendectomy7_0075,Westlaw - 100 full text items for appendectomy7.rtf,75,"Declined to Follow by Olah v. Unum Life Insurance Company of America, E.D.Tenn., February 25, 2020",324 Fed.Appx. 459,2026,46713
westlaw_100_full_text_items_for_appendectomy7_0076,Westlaw - 100 full text items for appendectomy7.rtf,76,"Casaundra MULLEN, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2023 WL 7161745,2026,21262
westlaw_100_full_text_items_for_appendectomy7_0077,Westlaw - 100 full text items for appendectomy7.rtf,77,"Declined to Follow by Wiggins v. Allstate Property and Cas. Ins. Co., S.D.Fla., March 2, 2015",961 F.Supp.2d 1223,2026,37029
westlaw_100_full_text_items_for_appendectomy7_0078,Westlaw - 100 full text items for appendectomy7.rtf,78,"Linda H. FOWLER, et al., Plaintiffs,
v.
SMITH & NEPHEW RICHARDS, INC., Defendant.",1999 WL 1132967,2026,33336
westlaw_100_full_text_items_for_appendectomy7_0079,Westlaw - 100 full text items for appendectomy7.rtf,79,"SOPHIA G., Plaintiff,
v.
Kilolo KIJAKAZI, Acting Commissioner of Social Security,1 Defendant.",2021 WL 6104309,2026,24828
westlaw_100_full_text_items_for_appendectomy7_0080,Westlaw - 100 full text items for appendectomy7.rtf,80,"Jessica SPURLOCK, a Minor, by Next Friend and Legal Guardian, Lisa LOCKAMY, Plaintiff,
v.
J. Larry LAWSON, et al., Defendants.",881 F.Supp. 436,2026,20885
westlaw_100_full_text_items_for_appendectomy7_0081,Westlaw - 100 full text items for appendectomy7.rtf,81,"Mika Louise TOWNSEND, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2015 WL 777630,2026,41641
westlaw_100_full_text_items_for_appendectomy7_0082,Westlaw - 100 full text items for appendectomy7.rtf,82,"Teaira SHORTER, Plaintiff,
v.
The CITY OF LAS VEGAS, et al., Defendants.",2019 WL 266285,2026,19350
westlaw_100_full_text_items_for_appendectomy7_0083,Westlaw - 100 full text items for appendectomy7.rtf,83,"Christopher Bernard FULLER, Sr., Plaintiff,
v.
BROWARD COUNTY MASS TRANSIT (OFFICE OF TRANSPORTATION) and Amalgamated Transit Union Local 1267, Defendants.",2009 WL 112851,2026,22042
westlaw_100_full_text_items_for_appendectomy7_0084,Westlaw - 100 full text items for appendectomy7.rtf,84,"Carole Ann SPEICHER, Plaintiff,
v.
DALKON SHIELD CLAIMANTS TRUST, Defendant.",943 F.Supp. 554,2026,20459
westlaw_100_full_text_items_for_appendectomy7_0085,Westlaw - 100 full text items for appendectomy7.rtf,85,"Teaira SHORTER, Plaintiff,
v.
The CITY OF LAS VEGAS, et al., Defendants.",2019 WL 266284,2026,22509
westlaw_100_full_text_items_for_appendectomy7_0086,Westlaw - 100 full text items for appendectomy7.rtf,86,,312 B.R. 915,2026,25994
westlaw_100_full_text_items_for_appendectomy7_0087,Westlaw - 100 full text items for appendectomy7.rtf,87,"Melcome E. WEBBER, Plaintiff
v.
Michael J. ASTRUE, Commissioner of Social Security Administration, Defendant.",2010 WL 2773246,2026,27946
westlaw_100_full_text_items_for_appendectomy7_0088,Westlaw - 100 full text items for appendectomy7.rtf,88,"Dianna M. MAYNARD, Plaintiff,
v.
Michael J. ASTRUE,1 Commissioner of Social Security, Defendant.",2008 WL 925282,2026,33898
westlaw_100_full_text_items_for_appendectomy7_0089,Westlaw - 100 full text items for appendectomy7.rtf,89,"J. M. R., Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2021 WL 3686242,2026,25131
westlaw_100_full_text_items_for_appendectomy7_0090,Westlaw - 100 full text items for appendectomy7.rtf,90,"Rose Marie SOILEAU
v.
U.S. COMMISSIONER, Social Security Administration",2017 WL 391407,2026,32570
westlaw_100_full_text_items_for_appendectomy7_0091,Westlaw - 100 full text items for appendectomy7.rtf,91,"ETTMAN
v.
FEDERAL LIFE INS. CO.",48 F.Supp. 578,2026,27351
westlaw_100_full_text_items_for_appendectomy7_0092,Westlaw - 100 full text items for appendectomy7.rtf,92,"Delmart E.J.M. VREELAND, II, Plaintiff,
v.
Thomas C. FISHER, MD, Defendant.",2016 WL 1222823,2026,26401
westlaw_100_full_text_items_for_appendectomy7_0093,Westlaw - 100 full text items for appendectomy7.rtf,93,"Cheylla SILVA and John Paul Jebian, Plaintiffs,
v.
BAPTIST HEALTH SOUTH FLORIDA, INC., et al., Defendants.",2019 WL 2754478,2026,39024
westlaw_100_full_text_items_for_appendectomy7_0094,Westlaw - 100 full text items for appendectomy7.rtf,94,,2007 WL 2454127,2026,29024
westlaw_100_full_text_items_for_appendectomy7_0095,Westlaw - 100 full text items for appendectomy7.rtf,95,,2012 WL 5290155,2026,23822
westlaw_100_full_text_items_for_appendectomy7_0096,Westlaw - 100 full text items for appendectomy7.rtf,96,"Xavier LUCERO and Christine Lucero, Plaintiff,
v.
TARGET CORPORATION and Monica Hall, Defendants.",2010 WL 11602534,2026,31151
westlaw_100_full_text_items_for_appendectomy7_0097,Westlaw - 100 full text items for appendectomy7.rtf,97,"Distinguished by Joyner v. City of Atlanta, 11th Cir.(Ga.), March 25, 2026",145 F.3d 1283,2026,25511
westlaw_100_full_text_items_for_appendectomy7_0098,Westlaw - 100 full text items for appendectomy7.rtf,98,"Jason HOOD, Plaintiff,
v.
Michael KRAJNIK and John Doe 1-2, Defendants.",2007 WL 1030536,2026,20162
westlaw_100_full_text_items_for_appendectomy7_0099,Westlaw - 100 full text items for appendectomy7.rtf,99,"Implied Overruling Recognized by Ammlung v. City of Chester, 3rd Cir.(Pa.), March 28, 1974",427 F.2d 468,2026,32554
westlaw_100_full_text_items_for_appendectomy8_0000,Westlaw - 100 full text items for appendectomy8.rtf,0,"Stephanie L. CARTER, Plaintiff
v.
Andrew SAUL, Commissioner Social Security Administration, Defendant",2020 WL 6434495,2020,33234
westlaw_100_full_text_items_for_appendectomy8_0001,Westlaw - 100 full text items for appendectomy8.rtf,1,"Declined to Follow by Security Life Ins. Co. of America v. Meyling, E.D.Cal., February 25, 1997",865 F.Supp. 596,2026,32424
westlaw_100_full_text_items_for_appendectomy8_0002,Westlaw - 100 full text items for appendectomy8.rtf,2,"JILL FORD MURRAY, Petitioner
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent",,2026,18579
westlaw_100_full_text_items_for_appendectomy8_0003,Westlaw - 100 full text items for appendectomy8.rtf,3,"Edward C. JELLISON, Nicholas Arzate, on behalf of themselves and all others similarly situated, Plaintiffs,
v.
FLORIDA HOSPITAL HEALTHCARE SYSTEM, INC., Adventist Health System/Sunbelt, Inc., Defendants.",2005 WL 4732730,2026,30088
westlaw_100_full_text_items_for_appendectomy8_0004,Westlaw - 100 full text items for appendectomy8.rtf,4,"Makenzie PAULY, Plaintiff,
v.
STANFORD HEALTH CARE, Defendant.",2022 WL 4591774,2026,32221
westlaw_100_full_text_items_for_appendectomy8_0005,Westlaw - 100 full text items for appendectomy8.rtf,5,"Affirmed in Part, Vacated in Part, Remanded by Silva v. Baptist Health South Florida, Inc., 11th Cir.(Fla.), December 3, 2020",303 F.Supp.3d 1334,2026,36017
westlaw_100_full_text_items_for_appendectomy8_0006,Westlaw - 100 full text items for appendectomy8.rtf,6,"Betty N. EMBRY, Plaintiff-Appellant,
v.
The EQUITABLE LIFE ASSURANCE SOCIETY OF the UNITED STATES, Defendant-Appellee.",451 F.2d 472,2026,47921
westlaw_100_full_text_items_for_appendectomy8_0007,Westlaw - 100 full text items for appendectomy8.rtf,7,"Distinguished by Podlesnick v. Airborne Exp., Inc., S.D.Ohio, January 13, 1986",485 F.Supp. 1097,2026,291726
westlaw_100_full_text_items_for_appendectomy8_0008,Westlaw - 100 full text items for appendectomy8.rtf,8,,2021 WL 2411373,2026,28580
westlaw_100_full_text_items_for_appendectomy8_0009,Westlaw - 100 full text items for appendectomy8.rtf,9,"Distinguished by Smyth v. Dudek, D.Mass., March 24, 2025",2018 WL 988053,2026,48470
westlaw_100_full_text_items_for_appendectomy8_0010,Westlaw - 100 full text items for appendectomy8.rtf,10,"UNITED STATES of America,
v.
Darnel DAVIS, Defendant.",2025 WL 3546777,2026,21723
westlaw_100_full_text_items_for_appendectomy8_0011,Westlaw - 100 full text items for appendectomy8.rtf,11,"MERI E. B.,1 Plaintiff,
v.
Martin O’MALLEY, Commissioner of Social Security, Defendant.",2024 WL 6473774,2026,24245
westlaw_100_full_text_items_for_appendectomy8_0012,Westlaw - 100 full text items for appendectomy8.rtf,12,"ROBERT M. AND DORIS D. ROSE, PETITIONERS
v.
COMMISSIONER OF INTERNAL REVENUE, RESPONDENT",52 T.C. 521,2026,32227
westlaw_100_full_text_items_for_appendectomy8_0013,Westlaw - 100 full text items for appendectomy8.rtf,13,"Lucy SELEWICH, Plaintiff,
v.
Robert H. FINCH, Secretary of Health, Education, and Welfare, Defendant.",312 F.Supp. 191,2026,25002
westlaw_100_full_text_items_for_appendectomy8_0014,Westlaw - 100 full text items for appendectomy8.rtf,14,"John JOHNSON, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2011 WL 1205269,2026,36492
westlaw_100_full_text_items_for_appendectomy8_0015,Westlaw - 100 full text items for appendectomy8.rtf,15,,2020 WL 6323934,2026,30781
westlaw_100_full_text_items_for_appendectomy8_0016,Westlaw - 100 full text items for appendectomy8.rtf,16,"Kandie R. WRIGHT, Plaintiff
v.
David H. SMITH, M.D. and Abingdon Surgical Associates, P.C., Defendants.",2009 WL 1850610,2026,25788
westlaw_100_full_text_items_for_appendectomy8_0017,Westlaw - 100 full text items for appendectomy8.rtf,17,"John BENEDICT, Plaintiff,
v.
UNITED STATES of America, Defendant.",2016 WL 4437608,2026,21170
westlaw_100_full_text_items_for_appendectomy8_0018,Westlaw - 100 full text items for appendectomy8.rtf,18,"Distinguished by United States v. Bueno-Sierra, S.D.Fla., April 27, 2023",465 F.Supp.3d 881,2026,47530
westlaw_100_full_text_items_for_appendectomy8_0019,Westlaw - 100 full text items for appendectomy8.rtf,19,"Tracie Marie HENDRICKS, Plaintiff,
v.
A-Z WOMEN’S CENTER, et al., Defendants.",2007 WL 9734381,2026,20374
westlaw_100_full_text_items_for_appendectomy8_0020,Westlaw - 100 full text items for appendectomy8.rtf,20,"Review Granted by U.S. v. Grafmuller, U.S. Armed Forces, June 22, 2011",2011 WL 6010399,2026,29112
westlaw_100_full_text_items_for_appendectomy8_0021,Westlaw - 100 full text items for appendectomy8.rtf,21,"Chasidy PLUNKARD, Plaintiff,
v.
D.O. Charles H. MARKS, Defendant.",2021 WL 8013741,2026,22376
westlaw_100_full_text_items_for_appendectomy8_0022,Westlaw - 100 full text items for appendectomy8.rtf,22,"Graytz MORRISON, Plaintiff
v.
UNITED STATES of America, et al., Defendants",2021 WL 4192086,2026,30424
westlaw_100_full_text_items_for_appendectomy8_0023,Westlaw - 100 full text items for appendectomy8.rtf,23,"This Document Relates To: Alan Miller, et al. v. Bayer Corp., et al., Case No. 09–81262.",2013 WL 3353833,2026,58664
westlaw_100_full_text_items_for_appendectomy8_0024,Westlaw - 100 full text items for appendectomy8.rtf,24,"Katherine DUBRO, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2010 WL 3938284,2026,21086
westlaw_100_full_text_items_for_appendectomy8_0025,Westlaw - 100 full text items for appendectomy8.rtf,25,"Gary STARR, individually, and as the father and natural guardian of Gabrielle Cotton, a minor, Plaintiff,
v.
METRO SYSTEMS, INC. a Minnesota corporation, and Deborah Masanz, Defendants.",2004 WL 1798362,2026,17447
westlaw_100_full_text_items_for_appendectomy8_0026,Westlaw - 100 full text items for appendectomy8.rtf,26,"Lewis Michael GEORGE, Plaintiff,
v.
Vanessa PAYNE-DELANO, et al., Defendants.",2025 WL 3466841,2026,29855
