Search_ID,Case_Name,Citation,Year,Exclusion_Reason,First_Pass_Likely_Case_Type
westlaw_100_full_text_items_for_appendectomy7_0024,"Alisant SCOTT, Plaintiff,
v.
TERI MASSEY, N.P., in Her Individual Capacity, and Correct Care Solutions, Defendants.",2019 WL 6877886,2026,Appendicitis_Index=NO; Harm=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy7_0025,"LATOYA B.
v.
Andrew M. SAUL, Commissioner of Social Security",2019 WL 3432432,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0026,,500 F.Supp. 956,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy7_0027,"Lorraine BLOW, individually and on behalf of her infant child, Christopher Seymour, Plaintiff,
v.
John L. LASCARIS, in his capacity as Commissioner of the Onondaga Department of Social Services, Defendant.",523 F.Supp. 913,2026,Is_Malpractice_Case=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy7_0028,"UNITED STATES of America, Plaintiff,
v.
Alexis V.M. CARTER, Defendant.",2025 WL 1135431,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0029,"Distinguished by Lartigue v. Northside Independent School District, 5th Cir.(Tex.), March 26, 2024",99 F.3d 678,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0030,"Dale A. HUPP, and Carolyn Hupp, Plaintiffs,
v.
UNITED STATES of America, Defendant.",563 F.Supp. 25,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0031,"Irving Seth LEVINE and Grace F. Levine, Petitioner-Appellants,
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent-Appellee.",695 F.2d 57,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0032,"Barbara BROWN, Plaintiff,
v.
Patricia Roberts HARRIS, Secretary of the Department of Health and Human Services, Defendant.",548 F.Supp. 399,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy7_0033,"Anthony J. CELEBREZZE, Secretary of Health, Education and Welfare, Appellant,
v.
Herbert E. BOLAS, Appellee.",316 F.2d 498,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0034,"UNITED STATES of America,
v.
Alberto RAPOSO, Defendant.",2023 WL 142786,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0035,"Jesse R. Perez v. Stephen Ritz, et al.",2022 WL 2915552,2022,Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy7_0036,,2021 WL 11486239,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0037,"Wanda WILLIAMS, Plaintiff,
v.
MAST BIOSURGERY USA, INC., Defendant.",2010 WL 11515516,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0038,"CHRISTOPHER R.,1 Plaintiff,
v.
Frank BISIGNANO, Commissioner of Social Security,2 Defendant.",2025 WL 2256910,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0040,"Corey Wayne STONE, Plaintiff,
v.
Eric D. WILSON, Warden, FMC-Fort Worth, et al., Defendants.",2021 WL 2936055,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0041,"DENNY
v.
MONTOUR R. CO.",101 F.Supp. 735,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0042,"SANDRA C.,1 Plaintiff,
v.
COMMISSIONER OF the SOCIAL SECURITY ADMINISTRATION, Defendant.",2024 WL 3564847,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0043,"Distinguished by U.S. v. Gladding, E.D.Cal., August 5, 2010",255 F.3d 1163,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0044,"Tabitha M. MASK, Plaintiff
v.
Michael J. ASTRUE, Commissioner Social Security Administration, Defendant.",2010 WL 58283,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0045,"Jenn R. BENITEZ, Plaintiff
v.
Andrew SAUL, Commissioner of Social Security, Defendant",2020 WL 4820717,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0046,"Qaid Alhalmi, et al., Plaintiff-Intervenors,
v.
Rebecca ADDUCCI, et al., Respondent-Defendants.",2020 WL 2616242,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0047,"Distinguished by Reeves v. Commissioner of Social Security, W.D.N.Y., August 13, 2020",2016 WL 6246436,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0048,"Distinguished by Gutierrez v. Peters, 7th Cir.(Ill.), April 23, 1997",715 F.2d 269,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0049,"Robert W. DAWKINS, Appellant,
v.
David J. SHULKIN, M.D., Secretary of Veterans Affairs, Appellee.",2017 WL 1370068,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0050,"Distinguished by Priest v. U.S., M.D.Tenn., October 20, 2011",785 F.Supp.2d 692,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0051,"William H. NEVINS, Sr., Appellant,
v.
Hershel W. GOBER, Acting Secretary of Veterans Affairs, Appellee.",17 Vet.App. 396,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0052,"Modified on Denial of Rehearing by Jatoi v. Hurst-Euless-Bedford Hosp. Authority, 5th Cir.(Tex.), June 18, 1987",807 F.2d 1214,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0053,"Chasidy PLUNKARD, Plaintiff,
v.
D.O. Charles H. MARKS and Wellspan OB/GYN, Defendants.",2021 WL 8013872,2026,Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0054,,2020 WL 248963,2026,Appendicitis_Index=NO; Harm=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy7_0055,"Andrew Robert BRAND, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 3622420,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy7_0056,"Jane POE et al., Plaintiffs,
v.
Frank D. MENGHINI, Wyandotte County Attorney, and all others similarly situated, Defendants.",339 F.Supp. 986,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0057,"John W. NECESSARY, Plaintiff,
v.
Otis R. BOWEN, Secretary of Health and Human Services, Defendant.",671 F.Supp. 1086,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0058,"Distinguished by James S. v. Kijakazi, W.D.N.Y., August 22, 2025",529 F.Supp.3d 64,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0059,"Edna K. (Moore) ELLIS
v.
Robert H. FINCH, as Secretary of Health, Education and Welfare.",333 F.Supp. 146,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0060,"Lawrence GOODMAN III, Plaintiff,
v.
H&M TRUCKING, INC. and Arch Insurance Company, Defendants.",2025 WL 4056848,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0061,"Vicki H. TRAYLOR, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2010 WL 255967,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0062,"John YOON, Teresa Yoon and Joseph Yoon, Plaintiffs,
v.
INVESTORS LIFE INSURANCE COMPANY OF NORTH AMERICA, Defendant.",1990 WL 16478,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0063,"Branko LATINOVICH and Marjorie Latinovich, Plaintiffs,
v.
UNITED STATES of America, Defendant.",537 F.Supp. 671,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0064,"Robert P. MOLTHOP, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2014 WL 1400730,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0065,"Declined to Follow by Perket v. Secretary of Health and Human Services, 6th Cir.(Mich.), June 8, 1990",898 F.2d 1267,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0066,"Distinguished by Cruz-Ridolfi v. Commissioner of Social Security, N.D.Ohio, February 12, 2018",660 Fed.Appx. 449,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0067,"Distinguished by Jozefick v. Shalala, M.D.Pa., April 20, 1994",651 F.2d 408,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0068,"Declined to Follow by Judge v. Landscape Forms, Inc., W.D.Mich., March 6, 2014",2014 WL 518086,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0069,,2012 WL 4040344,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0070,"Ralph J. WOOD, Appellant,
v.
Robert A. McDONALD, Secretary of Veterans Affairs, Appellee.",2016 WL 1658298,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy7_0071,"Affirmed in Part, Vacated in Part, Remanded by Zamora v. Arizona Board of Regents, 9th Cir.(Ariz.), March 13, 2026",2023 WL 4421574,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0072,"Report and Recommendation Adopted in Part, Rejected in Part by Latham v. Brett/Robinson Gulf Corporation, S.D.Ala., April 30, 2025",2025 WL 1250025,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0073,"Grace GREENLEE, Plaintiff,
v.
Otis E. BOWEN, M.D., Secretary of Health and Human Services, Defendant.",1989 WL 197428,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0074,"Distinguished by Parnes v. Orange County School Board, M.D.Fla., September 24, 2024",2013 WL 1080552,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0075,"Declined to Follow by Olah v. Unum Life Insurance Company of America, E.D.Tenn., February 25, 2020",324 Fed.Appx. 459,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy7_0076,"Casaundra MULLEN, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2023 WL 7161745,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0077,"Declined to Follow by Wiggins v. Allstate Property and Cas. Ins. Co., S.D.Fla., March 2, 2015",961 F.Supp.2d 1223,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy7_0078,"Linda H. FOWLER, et al., Plaintiffs,
v.
SMITH & NEPHEW RICHARDS, INC., Defendant.",1999 WL 1132967,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0079,"SOPHIA G., Plaintiff,
v.
Kilolo KIJAKAZI, Acting Commissioner of Social Security,1 Defendant.",2021 WL 6104309,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0081,"Mika Louise TOWNSEND, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2015 WL 777630,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0083,"Christopher Bernard FULLER, Sr., Plaintiff,
v.
BROWARD COUNTY MASS TRANSIT (OFFICE OF TRANSPORTATION) and Amalgamated Transit Union Local 1267, Defendants.",2009 WL 112851,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0084,"Carole Ann SPEICHER, Plaintiff,
v.
DALKON SHIELD CLAIMANTS TRUST, Defendant.",943 F.Supp. 554,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0085,"Shorter v. City of Las Vegas, et al.",2019 WL 266284,2019,"Constitutional §1983 claim, not a traditional medical malpractice action; Is_Malpractice_Case=NO",delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy7_0086,,312 B.R. 915,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0087,"Melcome E. WEBBER, Plaintiff
v.
Michael J. ASTRUE, Commissioner of Social Security Administration, Defendant.",2010 WL 2773246,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0088,"Dianna M. MAYNARD, Plaintiff,
v.
Michael J. ASTRUE,1 Commissioner of Social Security, Defendant.",2008 WL 925282,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0089,"J. M. R., Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2021 WL 3686242,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0090,"Rose Marie SOILEAU
v.
U.S. COMMISSIONER, Social Security Administration",2017 WL 391407,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0091,"ETTMAN
v.
FEDERAL LIFE INS. CO.",48 F.Supp. 578,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy7_0093,"Cheylla SILVA and John Paul Jebian, Plaintiffs,
v.
BAPTIST HEALTH SOUTH FLORIDA, INC., et al., Defendants.",2019 WL 2754478,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0094,,2007 WL 2454127,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0095,,2012 WL 5290155,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy7_0096,"Xavier LUCERO and Christine Lucero, Plaintiff,
v.
TARGET CORPORATION and Monica Hall, Defendants.",2010 WL 11602534,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0097,"Distinguished by Joyner v. City of Atlanta, 11th Cir.(Ga.), March 25, 2026",145 F.3d 1283,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy7_0098,"Jason HOOD, Plaintiff,
v.
Michael KRAJNIK and John Doe 1-2, Defendants.",2007 WL 1030536,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy7_0099,"Implied Overruling Recognized by Ammlung v. City of Chester, 3rd Cir.(Pa.), March 28, 1974",427 F.2d 468,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0000,"Stephanie L. CARTER, Plaintiff
v.
Andrew SAUL, Commissioner Social Security Administration, Defendant",2020 WL 6434495,2020,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0001,"Declined to Follow by Security Life Ins. Co. of America v. Meyling, E.D.Cal., February 25, 1997",865 F.Supp. 596,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0002,"JILL FORD MURRAY, Petitioner
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent",,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0003,"Edward C. JELLISON, Nicholas Arzate, on behalf of themselves and all others similarly situated, Plaintiffs,
v.
FLORIDA HOSPITAL HEALTHCARE SYSTEM, INC., Adventist Health System/Sunbelt, Inc., Defendants.",2005 WL 4732730,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0004,Makenzie Pauly v. Stanford Health Care,2022 WL 4591774,2022,Not a medical malpractice case; claims are EMTALA screening and treatment failures.; Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,postop_management
westlaw_100_full_text_items_for_appendectomy8_0005,"Affirmed in Part, Vacated in Part, Remanded by Silva v. Baptist Health South Florida, Inc., 11th Cir.(Fla.), December 3, 2020",303 F.Supp.3d 1334,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0006,"Betty N. EMBRY, Plaintiff-Appellant,
v.
The EQUITABLE LIFE ASSURANCE SOCIETY OF the UNITED STATES, Defendant-Appellee.",451 F.2d 472,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0007,"Distinguished by Podlesnick v. Airborne Exp., Inc., S.D.Ohio, January 13, 1986",485 F.Supp. 1097,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0008,,2021 WL 2411373,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0009,"Distinguished by Smyth v. Dudek, D.Mass., March 24, 2025",2018 WL 988053,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0010,"UNITED STATES of America,
v.
Darnel DAVIS, Defendant.",2025 WL 3546777,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0011,"MERI E. B.,1 Plaintiff,
v.
Martin O’MALLEY, Commissioner of Social Security, Defendant.",2024 WL 6473774,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0012,"ROBERT M. AND DORIS D. ROSE, PETITIONERS
v.
COMMISSIONER OF INTERNAL REVENUE, RESPONDENT",52 T.C. 521,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0013,"Lucy SELEWICH, Plaintiff,
v.
Robert H. FINCH, Secretary of Health, Education, and Welfare, Defendant.",312 F.Supp. 191,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0014,"John JOHNSON, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2011 WL 1205269,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0018,"Distinguished by United States v. Bueno-Sierra, S.D.Fla., April 27, 2023",465 F.Supp.3d 881,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0019,"Tracie Marie HENDRICKS, Plaintiff,
v.
A-Z WOMEN’S CENTER, et al., Defendants.",2007 WL 9734381,2026,Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0020,"Review Granted by U.S. v. Grafmuller, U.S. Armed Forces, June 22, 2011",2011 WL 6010399,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0021,"Chasidy PLUNKARD, Plaintiff,
v.
D.O. Charles H. MARKS, Defendant.",2021 WL 8013741,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy8_0022,"Graytz MORRISON, Plaintiff
v.
UNITED STATES of America, et al., Defendants",2021 WL 4192086,2026,Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy8_0023,"This Document Relates To: Alan Miller, et al. v. Bayer Corp., et al., Case No. 09–81262.",2013 WL 3353833,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0024,"Katherine DUBRO, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2010 WL 3938284,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0025,"Gary STARR, individually, and as the father and natural guardian of Gabrielle Cotton, a minor, Plaintiff, v. METRO SYSTEMS, INC. a Minnesota corporation, and Deborah Masanz, Defendants",2004 WL 1798362,2004,"Non‑malpractice benefits case; claim centers on COBRA notice, not on appendicitis or appendectomy.; Is_Malpractice_Case=NO; Appendicitis_Index=NO",payment_dispute
westlaw_100_full_text_items_for_appendectomy8_0026,"Lewis Michael George v. Vanessa Payne-Delano, et al.",2025 WL 3466841,2025,No clinically meaningful harm documented; case focuses on constitutional claims rather than medical malpractice.; Is_Malpractice_Case=NO; Harm=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy8_0027,"Joseph E. EYER, Plaintiff,
v.
Kenneth S. APFEL, Commissioner of Social Security, Respondent.",2000 WL 34032915,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0028,"Benjamin HARDAWAY, Plaintiff-Appellant,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Defendant-Appellee.",815 F.2d 77,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0029,"Superseded by Rule as Stated in Wallace v. Commissioner of Social Security, E.D.Mich., April 28, 2005",823 F.2d 922,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0030,"Richard A. BERCOT, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of the Social Security Administration, Defendant.",2009 WL 5173688,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0031,"Carol MESSINA and James Messina, Plaintiffs,
v.
ETHICON, INC. and Johnson & Johnson, Defendants.",2020 WL 13441462,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0032,"Curtis ANDERSON, Plaintiff,
v.
UNITED STATES of America, Defendant.",2018 WL 6199925,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0033,"Colleen Marie TERRY, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",325 F.Supp.3d 940,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0034,"Distinguished by Trejo v. Bondi, 1st Cir., August 29, 2025",,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0036,,2017 WL 3687348,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0037,"Carolyn Kay HUGHES, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2018 WL 5617546,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0038,"UNITED STATES of America, Plaintiff,
v.
Dajon FRANCISCO, Defendant.",2020 WL 4551224,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0039,"Katherine RICE, Plaintiff,
v.
Kilolo KIJIKAZI, Acting Commissioner of the Social Security Administration, Defendant.",2023 WL 8586685,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy8_0040,"Michael A. HART, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2024 WL 4552834,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy8_0041,Kent G. Lehman v. Orange County Sheriff's Department; OC Health Care Agency; and Orange County Board of Supervisors,2025 WL 2020061,2025,Is_Malpractice_Case=NO,postop_management
westlaw_100_full_text_items_for_appendectomy8_0042,Kent G. Lehman v. Orange County Sheriff’s Department; OC Health Care Agency; and Orange County Board of Supervisors,2025 WL 2377033,2025,Is_Malpractice_Case=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy8_0043,"Timothy CASEY, Plaintiff,
v.
Andrew SAUL, Acting Commissioner of Social Security,1 Defendant.",2020 WL 1529566,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
